term,n_words,freq,doc_freq,PMI,LRent,in_reference,status
更 有 能力,3,3,3,6.162,8.367,False,new
年 来 香港,3,4,4,6.161,8.598,False,new
标准 的 规定,3,4,4,6.161,7.431,False,new
很多 人 不,3,3,3,6.161,8.541,False,new
就 让 我们,3,3,3,6.16,10.291,False,new
来 到 上海,3,15,11,6.158,9.209,False,new
我们 的 决心,3,3,3,6.158,5.702,False,new
家 的 工业化,3,4,4,6.157,6.225,False,new
指出 年 来,3,3,3,6.157,8.56,False,new
它 的 所有,3,3,3,6.157,7.171,False,new
举行 的 上海,3,16,16,6.156,9.495,False,new
革命 的 党,3,7,7,6.156,5.682,False,new
唯一 的 全国,3,3,3,6.156,8.14,False,new
变化 就 是,3,4,4,6.155,9.936,False,new
是 大 非,3,3,3,6.155,9.309,False,new
来 做 一个,3,4,4,6.154,10.723,False,new
让 他 有,3,5,5,6.153,9.531,False,new
新 时代 国,3,4,3,6.153,6.705,False,new
中 向 好,3,4,4,6.153,10.921,False,new
处理 这 是,3,4,4,6.153,10.997,False,new
没有 中国 人民,3,3,3,6.153,9.11,False,new
中 均 有,3,3,3,6.153,12.319,False,new
关系 发展 国,3,4,4,6.152,5.392,False,new
到 的 跨越,3,3,3,6.152,8.548,False,new
新 产品 新,3,6,5,6.151,9.786,False,new
不 能 走,3,3,3,6.151,9.239,False,new
显示 年 中国,3,3,3,6.15,8.981,False,new
总统 的 战略,3,5,5,6.149,8.181,False,new
再 上 新,3,4,4,6.148,8.419,False,new
上 中 美,3,3,2,6.148,10.093,False,new
已 在 全国,3,9,9,6.147,10.369,False,new
中 超 不,3,4,2,6.147,11.29,False,new
哈萨克斯坦 和 中国,3,4,4,6.146,8.579,False,new
家 之一 中国,3,4,4,6.146,9.544,False,new
要求 不 高,3,3,3,6.146,7.786,False,new
这 也 是,3,75,62,6.145,10.253,False,new
人 想 不,3,4,4,6.145,10.035,False,new
主办 的 世界,3,3,3,6.145,8.119,False,new
上 不 断,3,10,9,6.144,10.615,False,new
自己 的 事情,3,3,3,6.144,7.615,False,new
目标 是 让,3,3,3,6.144,8.845,False,new
条件 的 地区,3,6,2,6.143,8.52,False,new
收益 的 能力,3,3,3,6.143,6.965,False,new
理想 和 中国,3,4,4,6.141,9.469,False,new
来 年 内,3,4,3,6.141,9.558,False,new
上 这 条,3,3,3,6.141,10.605,False,new
来 到 大学,3,6,2,6.14,9.357,False,new
这 次 会,3,4,4,6.14,9.057,False,new
我 家 里,3,4,3,6.14,7.467,False,new
让 人 更,3,4,4,6.14,7.317,False,new
9月 以 来,3,3,2,6.14,8.304,False,new
为 首 次,3,3,3,6.139,11.05,False,new
家 企业 提供,3,4,4,6.138,8.297,False,new
不 是 唯一,3,4,3,6.138,9.131,False,new
不 超过 年,3,4,2,6.138,9.988,False,new
总书记 在 全面,3,3,3,6.138,5.503,False,new
这 是 10月,3,6,5,6.137,7.556,False,new
元 的 事实,3,4,4,6.137,9.026,False,new
这 是 中华民族,3,3,3,6.137,5.781,False,new
强调 国 家,3,3,3,6.137,9.759,False,new
变化 和 市场,3,3,3,6.136,8.139,False,new
说 未 来,3,6,6,6.135,9.756,False,new
未 来 很,3,3,3,6.135,8.8,False,new
市场 的 依赖,3,3,3,6.134,8.462,False,new
进行 的 一切,3,3,3,6.134,9.684,False,new
统筹 的 要求,3,3,3,6.134,7.114,False,new
质量 发展 就,3,3,3,6.133,7.263,False,new
事业 的 领导,3,3,3,6.133,7.372,False,new
带 来 经济,3,3,3,6.133,10.157,False,new
上 的 主旨,3,3,3,6.132,6.936,False,new
作出 的 积极,3,4,4,6.131,8.82,False,new
他 说 我,3,3,3,6.131,8.253,False,new
引 家 不,3,3,3,6.131,8.833,False,new
获得 了 美国,3,3,3,6.131,10.287,False,new
也 有 近,3,3,3,6.13,9.197,False,new
中国 品牌 新,3,5,5,6.129,8.973,False,new
中 的 决定性,3,5,4,6.129,7.951,False,new
就 不 能,3,15,14,6.128,10.852,False,new
冠军 这 是,3,3,3,6.128,10.515,False,new
只 的 鸡,3,4,4,6.127,7.799,False,new
发生 在 美国,3,4,4,6.127,10.09,False,new
着 更 大,3,5,5,6.125,10.234,False,new
还 在 加快,3,4,3,6.125,9.124,False,new
国 家 基本,3,3,3,6.125,8.971,False,new
我们 都 会,3,3,3,6.124,8.887,False,new
他 也 没有,3,3,3,6.124,8.86,False,new
政策 的 优先,3,4,4,6.123,8.436,False,new
起 来 美国,3,5,5,6.12,10.635,False,new
自身 的 研究,3,4,4,6.12,8.927,False,new
增长 了 贸易,3,3,3,6.12,8.557,False,new
来 说 今年,3,4,4,6.119,9.158,False,new
进行 了 次,3,7,7,6.118,11.168,False,new
又 是 一个,3,4,4,6.118,10.442,False,new
解决 发展 中,3,4,3,6.115,9.297,False,new
转 不 是,3,3,3,6.115,10.337,False,new
是 我国 经济,3,5,3,6.114,10.079,False,new
依赖 的 就,3,4,4,6.114,7.829,False,new
思想 的 深化,3,3,3,6.114,7.586,False,new
来 创新 项目,3,3,3,6.114,9.293,False,new
创新 和 完善,3,3,2,6.114,9.809,False,new
合作 不 断,3,4,3,6.113,9.117,False,new
多样性 的 保护,3,4,4,6.113,6.698,False,new
决定 了 国,3,4,4,6.11,5.567,False,new
土地 上 不,3,3,3,6.11,9.178,False,new
来 发展 方向,3,3,3,6.11,7.405,False,new
也 是 今天,3,3,3,6.11,8.297,False,new
站 在 个,3,3,3,6.109,9.656,False,new
也 要 用,3,4,4,6.108,10.238,False,new
成为 中国 地,3,3,3,6.108,10.33,False,new
是 形式 上,3,3,3,6.107,10.357,False,new
美国 的 专利,3,3,3,6.107,7.864,False,new
提供 了 重要,3,4,4,6.106,9.798,False,new
生活 有 更,3,4,4,6.104,8.184,False,new
土地 新 不,3,3,3,6.104,9.178,False,new
2020年 也 有,3,3,3,6.104,9.359,False,new
好 的 意大利,3,3,3,6.104,7.955,False,new
这 机制 发展,3,4,4,6.103,8.511,False,new
保障 和 社会,3,4,3,6.103,9.397,False,new
文明 建设 是,3,3,3,6.103,10.127,False,new
她 大 也,3,3,3,6.103,8.075,False,new
到 了 2023年,3,11,7,6.101,9.577,False,new
面临 的 重大,3,3,3,6.101,8.888,False,new
国 家 开展,3,6,3,6.098,9.778,False,new
取得 的 重大,3,5,3,6.098,8.814,False,new
好 同 为,3,4,4,6.098,10.527,False,new
复杂 的 问题,3,4,4,6.098,7.434,False,new
中心 和 生活,3,3,3,6.098,8.651,False,new
能力 的 体现,3,3,3,6.098,7.386,False,new
发展 方向 不,3,4,4,6.095,10.045,False,new
是 我们 应,3,5,5,6.094,9.072,False,new
上 表示 他,3,3,3,6.094,11.071,False,new
都 有 一个,3,5,5,6.093,11.562,False,new
来 的 深远,3,4,4,6.093,6.707,False,new
来 的 年化,3,3,3,6.093,5.986,False,new
重要 的 支撑,3,4,4,6.092,6.348,False,new
发展 中 发挥,3,3,3,6.091,9.745,False,new
增长 贸易 是,3,3,3,6.09,10.671,False,new
管理 不 同,3,3,3,6.09,10.21,False,new
家 历史 文化,3,3,3,6.089,8.523,False,new
我 为 政府,3,4,4,6.088,8.435,False,new
提出 了 全球,3,3,3,6.088,9.89,False,new
中 不 难,3,4,4,6.087,10.312,False,new
胜利 的 重要,3,3,3,6.087,7.821,False,new
我们 在 宇宙,3,3,2,6.087,7.583,False,new
样本 的 年,3,3,3,6.087,7.346,False,new
统一 的 方式,3,3,3,6.087,7.965,False,new
中国 经济 增长,3,5,5,6.086,8.796,False,new
不 同 政策,3,4,4,6.086,10.408,False,new
2023年 的 份,3,4,2,6.086,8.098,False,new
实现 新 发展,3,8,7,6.085,9.364,False,new
技术 大学 是,3,4,4,6.085,11.638,False,new
来 要 想,3,3,3,6.085,8.953,False,new
也 在 如此,3,3,3,6.085,8.201,False,new
也 对 澎湃,3,3,3,6.085,6.079,False,new
力量 也 为,3,4,4,6.084,10.489,False,new
是 人民 群众,3,3,2,6.084,9.832,False,new
是 有 记录,3,3,3,6.084,8.017,False,new
会 在 一定,3,3,3,6.084,7.755,False,new
来 建设 实现,3,6,6,6.083,9.738,False,new
人们 的 生活,3,5,4,6.083,7.413,False,new
项目 的 落地,3,3,3,6.083,8.223,False,new
未 来 经济,3,6,4,6.082,9.532,False,new
中 不 断,3,12,11,6.081,10.975,False,new
发布 以 来,3,5,5,6.081,9.756,False,new
目 的 是,3,18,15,6.08,9.087,False,new
看 来 这,3,10,10,6.08,8.019,False,new
发布 的 年度,3,3,3,6.08,9.645,False,new
得 更 有,3,3,3,6.08,10.248,False,new
国 家 经济,3,15,12,6.079,9.416,False,new
地区 的 耕地,3,6,3,6.079,7.71,False,new
我 也 会,3,6,5,6.077,8.768,False,new
共同体 在 国,3,4,4,6.076,2.593,False,new
平台 上 有,3,3,3,6.075,10.811,False,new
又 不 能,3,3,3,6.075,10.174,False,new
增速 的 公司,3,3,3,6.075,8.814,False,new
人 人 人,3,6,2,6.074,10.017,False,new
国 家 才,3,3,3,6.074,7.38,False,new
未 来 科技,3,3,3,6.074,9.141,False,new
大 家 关注,3,3,3,6.074,8.443,False,new
中国 团队 来,3,5,5,6.073,8.991,False,new
组织 未 来,3,4,4,6.073,8.272,False,new
这 是 我,3,37,30,6.072,8.748,False,new
上 来 看,3,10,10,6.072,9.099,False,new
总书记 来 到,3,4,4,6.072,7.582,False,new
来 科技 创新,3,3,2,6.072,9.371,False,new
项目 的 全部,3,4,4,6.071,9.719,False,new
专门 的 城市,3,3,3,6.071,8.038,False,new
大 消费 为,3,3,3,6.071,11.063,False,new
不 想 要,3,4,4,6.07,11.717,False,new
会 更 好,3,3,2,6.07,9.084,False,new
新 的 征程,3,10,8,6.069,7.544,False,new
深刻 的 政治,3,3,3,6.069,8.641,False,new
上 有 一些,3,3,3,6.069,11.181,False,new
地区 的 尊重,3,3,3,6.068,8.118,False,new
出 了 一个,3,8,8,6.067,11.06,False,new
下 不 断,3,4,4,6.067,9.753,False,new
家 分别 为,3,4,4,6.067,10.263,False,new
出 来 让,3,4,3,6.067,10.094,False,new
做 不 到,3,10,6,6.066,11.251,False,new
成为 了 名,3,4,4,6.066,9.225,False,new
之间 的 信息,3,4,4,6.066,8.688,False,new
不 同 领域,3,3,3,6.066,9.967,False,new
伙伴 的 关系,3,4,2,6.065,6.285,False,new
影响 了 我们,3,6,6,6.064,9.311,False,new
共同体 的 共同,3,4,4,6.064,5.829,False,new
更 多 领域,3,3,3,6.064,9.163,False,new
延续 的 城市,3,3,3,6.063,8.293,False,new
市场 的 差异,3,3,3,6.063,7.308,False,new
次 是 因为,3,3,3,6.06,8.368,False,new
人民 城市 为,3,5,3,6.059,10.809,False,new
城市 为 人民,3,5,3,6.059,9.453,False,new
自己 的 服装,3,3,3,6.059,8.451,False,new
实现 和 可能,3,3,3,6.059,9.164,False,new
看 来 公司,3,3,3,6.058,9.547,False,new
更 多 合作,3,6,6,6.057,8.696,False,new
国 家 科技,3,8,5,6.056,9.026,False,new
社会 经济 发展,3,5,5,6.056,9.138,False,new
中国 新 能源,3,4,3,6.056,8.623,False,new
这些 问题 不,3,3,3,6.056,8.666,False,new
时 中国 人民,3,3,2,6.056,10.453,False,new
体现 在 个,3,3,3,6.055,8.859,False,new
城市 工作 要,3,3,3,6.055,10.686,False,new
出台 的 推动,3,3,3,6.055,9.303,False,new
超 的 行业,3,3,3,6.055,8.933,False,new
更 多 高,3,5,5,6.053,8.42,False,new
更 多 创新,3,4,4,6.053,9.728,False,new
中国 仍然 是,3,3,3,6.053,11.093,False,new
背后 的 科技,3,3,3,6.052,7.898,False,new
是 体现 新,3,3,3,6.052,9.738,False,new
内 的 品种,3,4,4,6.051,7.511,False,new
经济 工作 要,3,4,3,6.051,10.632,False,new
我们 的 军队,3,3,3,6.05,6.657,False,new
之后 的 2017年,3,3,3,6.05,8.889,False,new
WTO 的 前,3,3,3,6.05,7.612,False,new
大 和 届,3,8,6,6.049,8.515,False,new
2018年 的 约,3,3,3,6.048,7.688,False,new
只 是 全球,3,3,3,6.048,9.843,False,new
奋斗 是 新,3,3,3,6.047,7.398,False,new
能力 的 主动,3,3,3,6.046,8.578,False,new
我 也 很,3,3,3,6.045,7.452,False,new
发展 全面 建设,3,3,3,6.044,9.523,False,new
影响 的 民族,3,3,3,6.043,7.6,False,new
计划 在 未,3,3,3,6.042,7.201,False,new
提出 了 更,3,7,7,6.041,8.479,False,new
全国 多 个,3,4,4,6.04,9.643,False,new
会 给 中国,3,3,2,6.04,10.132,False,new
产品 和 金融,3,3,3,6.038,9.08,False,new
一样 这 是,3,3,3,6.038,10.832,False,new
国 家 新闻,3,4,4,6.037,8.439,False,new
全球 个 国,3,4,4,6.037,6.025,False,new
合作 的 承诺,3,3,3,6.037,6.974,False,new
我们 不 能,3,14,9,6.036,9.226,False,new
下 的 南海,3,4,4,6.036,8.053,False,new
发展 仍 为,3,3,3,6.036,11.443,False,new
可以 说 是,3,8,7,6.035,11.167,False,new
情况 并 不,3,4,4,6.035,9.159,False,new
有 多 位,3,3,3,6.035,10.372,False,new
辆 的 总,3,3,3,6.034,8.838,False,new
多 家 企业,3,15,14,6.033,9.751,False,new
他 说 我们,3,3,3,6.033,8.34,False,new
改革 的 道路,3,3,3,6.032,7.442,False,new
是 中 美,3,9,7,6.031,9.466,False,new
后 来 成为,3,5,5,6.031,11.334,False,new
为 了 应对,3,3,3,6.03,9.359,False,new
这些 年 来,3,4,3,6.029,8.119,False,new
上 政治 上,3,3,3,6.027,10.984,False,new
为 企业 提供,3,3,3,6.027,10.13,False,new
是 我 想,3,4,4,6.026,9.499,False,new
他们 来 说,3,3,3,6.025,6.139,False,new
来 说 他们,3,3,3,6.025,9.435,False,new
我 越 来,3,3,2,6.023,7.862,False,new
是 最 重要,3,9,8,6.022,9.708,False,new
就 会 更,3,4,3,6.018,8.969,False,new
是 超过 美国,3,3,3,6.017,10.587,False,new
他 在 接受,3,3,3,6.017,7.27,False,new
他 也 表示,3,3,2,6.017,4.581,False,new
新区 的 城市,3,6,6,6.016,5.49,False,new
也 不 一定,3,4,4,6.016,8.313,False,new
中 说 起,3,3,3,6.016,10.369,False,new
人 他 能,3,3,3,6.015,10.733,False,new
你 也 是,3,9,5,6.014,10.667,False,new
这 只 有,3,3,3,6.014,9.727,False,new
是 我 必须,3,3,3,6.014,10.072,False,new
理念 和 大,3,4,4,6.013,8.149,False,new
能力 的 鸡,3,4,4,6.011,7.904,False,new
也 是 革命,3,3,3,6.01,8.426,False,new
国 家 地方,3,4,2,6.009,8.845,False,new
特征 的 好,3,3,3,6.009,8.262,False,new
来 了 良好,3,3,3,6.009,7.596,False,new
上 只 有,3,3,3,6.006,11.959,False,new
谁 的 问题,3,3,3,6.006,6.581,False,new
美国 的 移民,3,6,2,6.004,7.872,False,new
2020年 的 销量,3,6,6,6.004,7.844,False,new
支持 在 习近平,3,4,4,6.004,6.863,False,new
提出 的 一带,3,3,3,6.004,4.789,False,new
目前 在 生态,3,3,3,6.004,6.726,False,new
发展 这 条,3,3,3,6.002,9.719,False,new
能 只 是,3,4,2,5.999,10.623,False,new
不 能 说,3,10,8,5.997,8.351,False,new
为 新 能源,3,4,4,5.997,9.782,False,new
未 来 推动,3,3,2,5.997,10.108,False,new
机制 的 建立,3,7,7,5.996,9.192,False,new
发展 提供 新,3,5,4,5.996,9.479,False,new
建立 与 发展,3,3,3,5.996,8.642,False,new
明确 了 新,3,4,4,5.995,8.35,False,new
创新 来 推动,3,3,3,5.995,10.121,False,new
优化 的 方式,3,3,3,5.995,7.778,False,new
着 更 多,3,4,4,5.994,10.158,False,new
时 不 时,3,3,3,5.994,9.215,False,new
组织 的 优先,3,4,4,5.993,7.183,False,new
也 不 会,3,23,18,5.992,10.369,False,new
自己 的 事业,3,8,7,5.992,8.053,False,new
发布 了 全球,3,3,2,5.992,10.529,False,new
中 是 否,3,5,4,5.991,10.524,False,new
大 的 发展中国,3,6,6,5.99,4.603,False,new
不 是 本地,3,4,4,5.99,9.594,False,new
中国 将 进一步,3,3,2,5.99,9.271,False,new
提出 的 问题,3,21,20,5.989,8.089,False,new
增长 的 倍,3,3,3,5.989,6.147,False,new
我 不 仅,3,4,4,5.988,7.807,False,new
作用 为 新,3,3,3,5.988,8.487,False,new
我们 对 未,3,4,4,5.986,6.109,False,new
管理 的 广发,3,6,6,5.985,7.584,False,new
美国 未 来,3,5,3,5.985,8.691,False,new
反映 的 问题,3,5,2,5.984,7.421,False,new
活力 的 创新,3,5,5,5.984,8.071,False,new
文化 和 政治,3,3,3,5.984,9.822,False,new
会 在 2021年,3,3,3,5.984,8.082,False,new
管理 和 服务,3,5,3,5.983,9.748,False,new
工作 的 职务,3,4,4,5.983,7.887,False,new
人民 不 断,3,3,3,5.983,9.095,False,new
他 在 广发,3,3,3,5.983,5.55,False,new
建成 的 高,3,6,3,5.982,6.173,False,new
可能 不 能,3,3,3,5.982,10.416,False,new
损失 的 问题,3,3,3,5.981,6.786,False,new
不 过 这,3,9,9,5.98,9.723,False,new
发展 作为 新,3,6,4,5.98,9.479,False,new
大 的 亮,3,3,3,5.98,7.571,False,new
我们 也 会,3,6,6,5.979,8.887,False,new
合作 不 仅,3,3,3,5.979,8.83,False,new
可以 更 多,3,3,3,5.979,9.437,False,new
体系 而 不,3,4,4,5.978,9.531,False,new
他们 的 孩子,3,3,3,5.978,7.155,False,new
层面 的 合作,3,5,3,5.977,7.656,False,new
需求 和 人,3,4,4,5.976,9.547,False,new
可以 有 更,3,4,4,5.974,8.428,False,new
国 家 共,3,3,3,5.974,8.869,False,new
家 的 首要,3,5,5,5.973,6.264,False,new
也 将 持续,3,4,4,5.973,9.713,False,new
下 通过 新,3,3,3,5.973,9.503,False,new
发布 的 数据,3,13,12,5.972,9.038,False,new
开 了 家,3,6,6,5.972,10.091,False,new
提升 到 新,3,3,3,5.972,8.939,False,new
能力 和 创新,3,3,3,5.97,9.336,False,new
是 核心 城市,3,3,3,5.97,9.931,False,new
需求 的 变化,3,3,3,5.969,7.693,False,new
他 来 说,3,9,9,5.968,5.637,False,new
捍卫 的 不,3,3,3,5.968,6.745,False,new
我们 就 会,3,3,3,5.968,8.887,False,new
上海 等 地,3,3,3,5.967,9.74,False,new
合作 在 国际,3,13,9,5.966,9.3,False,new
人 都 有,3,7,7,5.965,11.064,False,new
合作 的 正确,3,4,4,5.965,7.099,False,new
地区 安全 是,3,4,4,5.965,11.199,False,new
国 家 全面,3,7,7,5.964,8.647,False,new
发布 的 事,3,3,3,5.964,8.375,False,new
有 多 么,3,4,4,5.963,10.322,False,new
代表 了 我们,3,4,4,5.963,9.854,False,new
个 很 大,3,3,3,5.963,9.28,False,new
国 家 政策,3,8,8,5.962,9.131,False,new
未 来 我,3,6,6,5.962,9.807,False,new
水平 的 医疗,3,4,4,5.962,7.849,False,new
贵州 的 高,3,4,4,5.962,6.332,False,new
称 这 是,3,6,6,5.961,10.759,False,new
家 到 地方,3,4,4,5.961,8.068,False,new
公司 在 近,3,3,3,5.96,9.054,False,new
水平 发展 中国,3,4,4,5.959,9.857,False,new
和平 和 发展,3,4,3,5.959,8.545,False,new
更新 的 重要,3,3,3,5.958,7.332,False,new
存在 的 问题,3,15,15,5.957,8.0,False,new
国 家 首,3,6,6,5.957,7.288,False,new
都 已经 不,3,4,4,5.956,10.597,False,new
来 广发 中,3,3,3,5.955,9.426,False,new
这 是 此前,3,3,3,5.955,7.229,False,new
发布 的 信息,3,8,7,5.954,9.098,False,new
我们 最 大,3,5,3,5.953,8.429,False,new
上 中国 品牌,3,4,4,5.953,10.708,False,new
到 的 国际象棋,3,3,3,5.952,7.989,False,new
同 多 个,3,3,2,5.952,8.47,False,new
丰富 的 合作,3,8,8,5.95,7.642,False,new
未 来 创新,3,3,3,5.949,9.371,False,new
成本 这 是,3,3,3,5.948,11.039,False,new
后 来 我,3,9,7,5.947,10.972,False,new
中 的 困境,3,6,6,5.947,8.773,False,new
这 是 2月,3,4,4,5.947,7.336,False,new
不 是 靠,3,3,2,5.945,9.496,False,new
领域 的 布局,3,5,5,5.944,8.154,False,new
合作 组织 中国,3,4,4,5.944,10.112,False,new
有力 的 组织,3,4,4,5.944,8.038,False,new
总书记 在 上海,3,4,4,5.944,5.948,False,new
同 中国 合作,3,3,3,5.943,6.602,False,new
好 的 转变,3,4,4,5.942,6.559,False,new
人 更 能,3,4,4,5.942,10.733,False,new
答卷 的 中国,3,3,3,5.942,7.587,False,new
工作 的 关心,3,3,3,5.942,8.327,False,new
下 来 我,3,9,5,5.939,10.119,False,new
中 都 可以,3,3,3,5.939,11.66,False,new
这 是 场,3,5,3,5.937,8.497,False,new
任务 上 来,3,3,3,5.937,8.604,False,new
同 国 家,3,7,7,5.936,9.044,False,new
全球 和 地区,3,5,5,5.936,9.181,False,new
说 起 来,3,4,4,5.934,9.756,False,new
这 也 成为,3,6,6,5.932,9.11,False,new
是 世界 上,3,25,24,5.93,10.357,False,new
有 年 没有,3,3,3,5.93,11.078,False,new
智慧 在 新,3,3,3,5.93,8.405,False,new
全球 的 进口,3,3,3,5.93,8.443,False,new
有 多 个,3,13,11,5.929,10.87,False,new
美国 国 家,3,12,9,5.929,10.262,False,new
着 家 人,3,7,6,5.929,10.315,False,new
情况 国 家,3,4,3,5.929,10.183,False,new
有 近 家,3,4,4,5.929,11.444,False,new
就 不 会,3,12,10,5.928,10.513,False,new
家 都 很,3,4,4,5.928,7.908,False,new
也 选择 来,3,3,3,5.928,9.463,False,new
大学 的 故事,3,4,4,5.926,7.423,False,new
只 是 城市,3,3,3,5.925,9.245,False,new
2023年 以 来,3,5,5,5.923,7.908,False,new
哈 中 是,3,4,4,5.923,9.524,False,new
下 会 有,3,4,4,5.923,11.097,False,new
到 美国 后,3,3,3,5.923,9.159,False,new
我们 国 家,3,16,14,5.922,9.552,False,new
不 断 为,3,12,11,5.921,12.316,False,new
多 个 国际,3,4,3,5.921,9.284,False,new
过去 的 年,3,20,20,5.92,7.54,False,new
人 有 很,3,3,3,5.92,9.079,False,new
看 不 到,3,9,9,5.919,10.299,False,new
复兴 的 中国,3,20,14,5.918,6.873,False,new
个 实现 国,3,3,3,5.918,5.732,False,new
来 到 这个,3,4,4,5.917,10.103,False,new
情况 下 不,3,3,2,5.917,9.159,False,new
主要 是 城市,3,3,3,5.917,8.787,False,new
基金 在 创新,3,3,3,5.917,8.491,False,new
不 再 是,3,23,20,5.916,12.472,False,new
上 的 讲话,3,10,7,5.916,8.531,False,new
组织 为 世界,3,4,4,5.916,8.316,False,new
上 实现 更,3,4,4,5.915,9.746,False,new
理解 为 不,3,3,3,5.915,8.346,False,new
达 不 到,3,3,3,5.915,10.208,False,new
经济 将 美国,3,3,3,5.915,10.116,False,new
难题 的 次,3,3,3,5.914,8.646,False,new
年 以 来,3,18,18,5.913,8.507,False,new
是 市场 首,3,6,3,5.913,7.951,False,new
党 的 伟大,3,8,8,5.912,6.64,False,new
包括 个 是,3,6,3,5.912,9.784,False,new
哈萨克斯坦 在 中国,3,4,4,5.912,8.579,False,new
一个 中国 政策,3,3,3,5.912,8.689,False,new
11月 的 信息,3,3,3,5.912,7.733,False,new
过去 的 2019年,3,3,3,5.912,7.456,False,new
理念 的 积极,3,3,3,5.911,7.612,False,new
表示 年 来,3,6,6,5.91,10.004,False,new
国 家 网络,3,3,2,5.91,8.774,False,new
关注 的 有关,3,3,3,5.91,8.11,False,new
作品 都 是,3,3,3,5.909,11.008,False,new
多 家 银行,3,3,3,5.909,9.114,False,new
是 种 文化,3,3,3,5.908,9.962,False,new
不 过 我们,3,5,4,5.907,11.055,False,new
是 未 来,3,31,24,5.906,9.756,False,new
提出 了 个,3,6,6,5.906,10.114,False,new
获得 了 更,3,4,4,5.906,8.819,False,new
业绩 的 产品,3,3,3,5.906,8.066,False,new
也 能 让,3,3,3,5.905,10.01,False,new
多 家 人工智能,3,3,3,5.902,8.357,False,new
人 是 参加,3,3,3,5.902,9.535,False,new
我们 党 多,3,3,3,5.901,8.353,False,new
美好 的 生活,3,3,3,5.901,7.182,False,new
发展 水平 为,3,4,4,5.9,11.443,False,new
人民 的 幸福,3,3,3,5.9,7.58,False,new
成立 的 其他,3,3,3,5.9,9.532,False,new
年 来 首,3,5,5,5.899,6.702,False,new
方式 大 家,3,4,4,5.899,9.873,False,new
发挥 的 作用,3,3,3,5.898,5.615,False,new
然而 在 这,3,3,3,5.898,4.969,False,new
是 高 质量,3,4,4,5.897,8.54,False,new
创造 的 能力,3,3,3,5.897,7.386,False,new
也 在 改变,3,4,4,5.895,8.32,False,new
家 做 好,3,3,3,5.894,8.496,False,new
只 是 次,3,3,3,5.894,9.969,False,new
大 的 差距,3,4,4,5.891,7.622,False,new
充分 的 保障,3,3,3,5.89,7.757,False,new
走 在 全球,3,3,3,5.89,10.04,False,new
总书记 的 重要,3,12,7,5.889,5.901,False,new
是 人民 人民,3,9,4,5.889,9.87,False,new
大 的 舞台,3,6,5,5.889,7.534,False,new
尤其 是 中国,3,3,3,5.889,7.467,False,new
组织 的 规,3,3,3,5.889,4.428,False,new
打造 了 新,3,4,4,5.888,8.402,False,new
到 年 增长,3,3,3,5.888,9.966,False,new
来 我 已经,3,3,3,5.887,9.61,False,new
不 多 保持,3,3,3,5.887,10.435,False,new
看 了 看,3,3,3,5.887,7.382,False,new
权威 的 国,3,3,3,5.886,4.581,False,new
合作 组织 为,3,4,4,5.885,10.83,False,new
难 的 问题,3,8,8,5.884,6.79,False,new
到 越 来,3,4,4,5.883,10.161,False,new
国 家 科学,3,3,2,5.883,9.028,False,new
人 越 来,3,3,3,5.883,9.488,False,new
指数 的 产品,3,6,3,5.882,7.782,False,new
来 了 觉得,3,4,4,5.881,8.696,False,new
发展 国际 合作,3,3,2,5.881,8.627,False,new
要 把 这,3,3,3,5.88,8.212,False,new
国 家 已,3,7,7,5.879,9.586,False,new
我 来 做,3,4,4,5.879,7.634,False,new
他 在 之后,3,3,3,5.879,5.331,False,new
发展 目前 这,3,3,3,5.879,8.85,False,new
推动 不 同,3,3,3,5.879,8.498,False,new
作出 的 贸易,3,3,3,5.878,8.897,False,new
中国 不 接受,3,4,4,5.874,8.606,False,new
来 中国 始终,3,3,2,5.874,8.639,False,new
所谓 的 全球,3,3,3,5.874,8.714,False,new
国 的 天然,3,3,3,5.872,7.159,False,new
建设 和 组织,3,10,2,5.871,10.008,False,new
中央 和 国,3,7,7,5.871,5.336,False,new
问题 上 美国,3,3,3,5.871,10.215,False,new
确立 的 个,3,4,4,5.87,8.36,False,new
下 的 棋,3,3,3,5.869,7.619,False,new
当时 的 政治,3,3,3,5.869,8.262,False,new
还 是 未,3,6,6,5.868,7.702,False,new
之一 也 是,3,4,4,5.868,11.422,False,new
背后 的 文化,3,3,2,5.867,8.172,False,new
说 这 是,3,25,23,5.866,11.858,False,new
实现 了 城市,3,6,6,5.865,9.179,False,new
基金 的 探索,3,3,3,5.865,8.273,False,new
渡江 的 人,3,3,3,5.865,7.822,False,new
是 国际 社会,3,8,7,5.864,10.19,False,new
走 的 路,3,3,3,5.864,8.196,False,new
意义 的 制度,3,3,3,5.864,6.699,False,new
政策 的 公告,3,4,4,5.862,7.895,False,new
不 是 相互,3,4,4,5.862,9.416,False,new
美国 的 裁决,3,3,3,5.861,7.3,False,new
统一 也 是,3,3,3,5.86,10.593,False,new
发展 和 改革,3,11,11,5.859,8.562,False,new
策略 的 管理,3,3,3,5.858,8.057,False,new
是 革命 中,3,3,3,5.857,9.972,False,new
真 的 能,3,3,3,5.857,9.515,False,new
是 很 好,3,6,6,5.853,9.935,False,new
技术 我们 也,3,4,4,5.853,10.04,False,new
更 多 城市,3,4,4,5.853,9.742,False,new
文化 和 生活,3,4,4,5.852,8.972,False,new
到 了 进,3,3,3,5.852,10.295,False,new
