term,n,freq,doc_freq,PMI,LRent,in_reference,status
và Đông Nam,3,3,3,6.564,12.337,False,new
kinh tế từ,3,3,2,6.564,10.286,False,new
này đã khiến,3,12,11,6.563,9.971,False,new
một hành trình,3,10,10,6.563,10.04,False,new
chí là cả,3,6,5,6.563,6.927,False,new
dụng các loại,3,4,4,6.563,6.338,False,new
khác gì một,3,3,3,6.563,10.695,False,new
đạt được thành,3,11,9,6.562,9.025,False,new
tại thời điểm,3,8,8,6.562,11.023,False,new
là hoàn toàn,3,7,7,6.562,9.811,False,new
hợp với khả,3,6,6,6.562,3.95,False,new
là gia đình,3,4,4,6.562,9.806,False,new
cơ hội này,3,3,3,6.562,9.071,False,new
mà khách hàng,3,3,2,6.562,10.983,False,new
sử dụng ở,3,3,3,6.562,9.852,False,new
một cảm biến,3,3,3,6.562,9.013,False,new
trong phần thi,3,13,7,6.561,11.355,False,new
đồng tình với,3,7,7,6.561,10.351,False,new
kinh doanh này,3,5,5,6.561,9.219,False,new
một số lĩnh,3,5,5,6.561,5.67,False,new
thi đấu trong,3,4,4,6.561,8.761,False,new
tôi đã bắt,3,3,3,6.561,5.689,False,new
chú ý và,3,3,3,6.561,10.551,False,new
đồng thời tăng,3,3,3,6.561,8.722,False,new
lớn trên thị,3,3,3,6.561,7.248,False,new
thế giới như,3,6,6,6.56,10.482,False,new
người ta vẫn,3,5,5,6.56,8.818,False,new
sẽ trang bị,3,5,5,6.56,11.584,False,new
đi công tác,3,4,4,6.56,9.332,False,new
tại nhà máy,3,4,3,6.56,10.323,False,new
thứ trong danh,3,3,3,6.56,7.719,False,new
tiếp thực hiện,3,3,3,6.56,9.416,False,new
cũng gây ra,3,4,3,6.558,11.047,False,new
gọn trong một,3,3,3,6.558,7.824,False,new
từ các vùng,3,3,3,6.558,9.779,False,new
kiến thức và,3,6,4,6.557,9.919,False,new
hoàn toàn với,3,5,5,6.557,10.789,False,new
khởi đầu cho,3,4,4,6.557,9.646,False,new
đại gia này,3,4,2,6.557,9.163,False,new
trong vòng ngày,3,4,3,6.557,11.93,False,new
Việt Nam trên,3,10,9,6.556,9.978,False,new
gian năm học,3,9,2,6.556,6.857,False,new
chưa có tiền,3,4,3,6.556,9.432,False,new
làm với mô,3,4,2,6.556,8.151,False,new
"động này, để",3,4,4,6.556,9.146,False,new
gì mình đã,3,3,3,6.556,8.748,False,new
việc làm sau,3,4,2,6.555,8.123,False,new
ứng dụng trên,3,3,3,6.555,9.151,False,new
nhìn những con,3,3,3,6.554,7.989,False,new
như cách mà,3,5,5,6.553,10.466,False,new
chân kinh của,3,3,3,6.553,10.394,False,new
trong lúc làm,3,4,4,6.552,11.287,False,new
tham dự sẽ,3,4,4,6.552,9.505,False,new
ghi lại được,3,4,3,6.552,10.324,False,new
cũng tích hợp,3,3,3,6.552,10.367,False,new
được chia thành,3,8,6,6.551,10.05,False,new
sản của Elon,3,4,3,6.551,5.255,False,new
triển sản phẩm,3,3,2,6.551,7.13,False,new
cơ thể con,3,4,2,6.55,8.297,False,new
không đủ để,3,6,6,6.549,11.55,False,new
nhất có lẽ,3,4,4,6.549,8.415,False,new
tự nhiên của,3,4,4,6.549,11.027,False,new
tin cho biết,3,3,3,6.549,8.032,False,new
cho tới cuối,3,3,3,6.549,8.578,False,new
dịch vụ và,3,7,6,6.547,10.874,False,new
của môi trường,3,6,5,6.547,11.668,False,new
môi trường của,3,6,4,6.547,9.685,False,new
bạn sẽ thấy,3,5,5,6.547,9.792,False,new
lao động có,3,3,3,6.547,8.183,False,new
Việt Nam sẽ,3,15,15,6.546,9.591,False,new
đều có ý,3,4,4,6.546,9.056,False,new
ít có cơ,3,3,2,6.546,7.037,False,new
tốt nhất trong,3,12,8,6.545,9.747,False,new
lớn nhất mà,3,4,4,6.545,10.075,False,new
trong vòng thi,3,3,2,6.545,11.355,False,new
trong ngành công,3,20,16,6.544,9.836,False,new
người đầu tiên,3,11,9,6.544,9.12,False,new
ngành hàng không,3,7,4,6.544,9.001,False,new
là giải pháp,3,6,6,6.544,10.399,False,new
cũng tham gia,3,5,4,6.544,11.146,False,new
trước đó vào,3,4,2,6.544,10.436,False,new
thông tin trên,3,3,3,6.544,10.31,False,new
thể thực hiện,3,10,10,6.543,7.128,False,new
coi là năm,3,6,4,6.543,7.844,False,new
không ngừng của,3,4,4,6.543,12.027,False,new
có thể đăng,3,10,10,6.542,8.24,False,new
khi được hỏi,3,6,6,6.542,9.838,False,new
và sử dụng,3,17,17,6.541,12.638,False,new
sẻ về những,3,5,5,6.541,6.065,False,new
xúc cho người,3,4,3,6.541,7.384,False,new
đều có thể,3,21,19,6.54,10.75,False,new
sẽ mang đến,3,13,13,6.54,11.247,False,new
mặt với án,3,3,3,6.54,8.747,False,new
phát triển thành,3,3,3,6.54,9.29,False,new
sản phẩm đi,3,3,3,6.54,9.525,False,new
những quy định,3,3,3,6.54,10.026,False,new
từ chuyên gia,3,3,3,6.54,10.938,False,new
chuyên gia từ,3,3,3,6.54,10.286,False,new
công nghệ hiện,3,14,13,6.539,10.03,False,new
từ trở lên,3,4,3,6.539,10.839,False,new
trang bị trên,3,3,3,6.539,9.041,False,new
đã dành thời,3,3,3,6.539,9.216,False,new
trở về Việt,3,6,6,6.538,7.0,False,new
tư công nghệ,3,6,3,6.538,6.978,False,new
khi thực hiện,3,9,8,6.537,10.17,False,new
toàn cầu trong,3,7,5,6.537,8.823,False,new
tạo ra cảm,3,4,3,6.537,7.209,False,new
vực công nghiệp,3,3,3,6.537,5.989,False,new
kiến sẽ tăng,3,3,2,6.537,7.173,False,new
cũng trở nên,3,3,3,6.537,11.519,False,new
giúp các nhà,3,11,9,6.536,9.196,False,new
có cửa hàng,3,5,3,6.536,10.767,False,new
Việt Nam hay,3,3,2,6.536,10.387,False,new
triển công nghệ,3,7,7,6.535,7.119,False,new
nhưng nó không,3,4,4,6.535,11.092,False,new
cộng đồng các,3,3,3,6.535,9.301,False,new
cộng đồng với,3,3,2,6.535,9.563,False,new
trong một căn,3,4,4,6.534,8.543,False,new
người dùng cần,3,4,4,6.534,9.53,False,new
Có một số,3,3,3,6.534,10.549,False,new
chủ đạo của,3,3,3,6.534,10.977,False,new
hiện phần thi,3,3,2,6.534,8.827,False,new
nhiều hình ảnh,3,7,6,6.533,9.262,False,new
đầu tư quan,3,3,3,6.532,8.21,False,new
của Đại diện,3,3,3,6.532,10.953,False,new
đây là một,3,52,46,6.531,9.849,False,new
so với phần,3,6,5,6.531,8.94,False,new
thường thấy trong,3,3,3,6.531,9.625,False,new
quốc tế công,3,3,3,6.531,8.241,False,new
giá cao về,3,6,6,6.53,9.717,False,new
một cơ sở,3,3,3,6.53,7.406,False,new
được chế tạo,3,3,2,6.53,9.83,False,new
thể hiện khả,3,4,4,6.529,2.796,False,new
bản thân trong,3,3,3,6.529,9.016,False,new
trong chuỗi sự,3,3,3,6.529,11.46,False,new
những danh hiệu,3,3,3,6.529,9.403,False,new
một ngày nào,3,7,7,6.528,9.249,False,new
hoạt động ở,3,3,3,6.528,9.676,False,new
như những gì,3,9,7,6.527,10.083,False,new
việc đầu tiên,3,4,4,6.527,8.554,False,new
giải thưởng được,3,4,3,6.527,10.532,False,new
sáng tạo tại,3,3,3,6.527,9.423,False,new
trọng trong việc,3,9,7,6.526,8.253,False,new
làm có đúng,3,4,2,6.526,9.285,False,new
tiên tại Việt,3,4,4,6.526,3.663,False,new
mà còn ảnh,3,4,4,6.526,10.512,False,new
những vận động,3,6,5,6.525,10.031,False,new
chỉ xuất hiện,3,5,4,6.525,9.913,False,new
ông cho biết,3,3,2,6.525,9.811,False,new
hoạt động trong,3,11,9,6.524,9.227,False,new
ra mắt một,3,10,8,6.524,9.809,False,new
công nghệ đi,3,7,5,6.523,10.17,False,new
liệu từ hàng,3,3,2,6.523,7.47,False,new
là những gương,3,3,3,6.523,6.648,False,new
năm nay là,3,29,24,6.522,10.544,False,new
nhất trên thị,3,6,6,6.522,6.617,False,new
tư vào việc,3,5,5,6.522,7.565,False,new
uống là một,3,4,4,6.522,7.4,False,new
sẽ mang tới,3,5,5,6.52,11.22,False,new
trọng nhất khi,3,4,2,6.52,8.335,False,new
và vận hành,3,6,5,6.519,11.644,False,new
để ý tới,3,3,3,6.519,11.73,False,new
biệt và phục,3,3,3,6.519,4.467,False,new
cả hình ảnh,3,3,2,6.519,8.726,False,new
những công ty,3,20,10,6.517,9.67,False,new
giảm được lượng,3,5,3,6.517,9.682,False,new
nào đối với,3,4,4,6.517,10.182,False,new
phải không ít,3,3,3,6.517,8.692,False,new
những vụ kiện,3,3,3,6.517,9.982,False,new
vị trí các,3,3,3,6.517,9.241,False,new
mà có lẽ,3,3,3,6.517,9.837,False,new
trong thành phố,3,3,3,6.517,10.543,False,new
này hoạt động,3,4,4,6.516,10.699,False,new
nước ngoài trong,3,3,3,6.516,9.421,False,new
còn là nơi,3,6,6,6.515,9.478,False,new
động lực để,3,5,5,6.515,9.146,False,new
nhiều năng lượng,3,5,5,6.514,9.762,False,new
của tiêu chuẩn,3,5,2,6.514,10.096,False,new
tạo trong lĩnh,3,4,4,6.514,4.964,False,new
được tập trung,3,3,3,6.514,9.164,False,new
tác động của,3,25,22,6.513,9.778,False,new
ứng dụng để,3,4,4,6.513,9.689,False,new
số sự kiện,3,4,4,6.513,9.321,False,new
với giải thưởng,3,4,4,6.512,10.041,False,new
đạt so với,3,3,2,6.512,10.459,False,new
hút của mình,3,3,3,6.512,6.382,False,new
thể đến The,3,3,3,6.512,5.74,False,new
tế diễn ra,3,3,3,6.512,6.999,False,new
với tháng trước,3,8,4,6.511,10.121,False,new
sẽ công bố,3,8,7,6.511,10.265,False,new
đến cuối năm,3,7,7,6.511,10.601,False,new
đã cho phép,3,6,6,6.511,10.138,False,new
số điểm cao,3,4,4,6.511,8.423,False,new
xe điện sẽ,3,3,3,6.511,9.168,False,new
tạo ra sự,3,15,14,6.51,9.291,False,new
và tất cả,3,5,5,6.51,12.135,False,new
ích cho các,3,4,4,6.51,6.914,False,new
hiện lần đầu,3,4,4,6.51,7.611,False,new
thấy được sức,3,3,3,6.51,6.918,False,new
Việt Nam chính,3,7,4,6.509,8.752,False,new
thứ hai là,3,5,5,6.509,10.2,False,new
kinh doanh chính,3,3,3,6.509,8.526,False,new
thông qua một,3,9,9,6.508,10.612,False,new
có thể sớm,3,4,4,6.508,9.703,False,new
tinh tế của,3,4,4,6.508,10.504,False,new
phẩm bán ra,3,3,2,6.508,6.144,False,new
khi chính thức,3,5,5,6.507,10.212,False,new
không khí gia,3,4,3,6.507,10.942,False,new
một cách hoàn,3,4,4,6.507,7.019,False,new
tình với ý,3,3,3,6.507,8.479,False,new
mọi thứ một,3,3,2,6.507,9.989,False,new
đáng nói là,3,3,3,6.507,10.572,False,new
lớn nhất từ,3,8,8,6.506,10.829,False,new
nghiệp của mình.,3,4,4,6.506,6.761,False,new
ký mới của,3,4,2,6.506,8.548,False,new
từ khắp các,3,4,4,6.506,11.298,False,new
quan rất nhiều,3,5,5,6.505,9.895,False,new
tiến lớn trong,3,3,3,6.505,8.75,False,new
điện ảnh này,3,3,2,6.505,9.23,False,new
với đối tác,3,6,6,6.504,9.796,False,new
nguồn tin của,3,3,3,6.504,10.395,False,new
chương trình được,3,3,2,6.504,9.825,False,new
các nhà mạng,3,5,3,6.502,8.549,False,new
các môi trường,3,3,3,6.502,10.312,False,new
xuất hiện từ,3,9,8,6.501,9.436,False,new
một quyết định,3,4,4,6.501,10.073,False,new
có cầu thủ,3,4,4,6.501,10.31,False,new
với nhiều phong,3,4,4,6.501,8.564,False,new
lại đưa ra,3,3,3,6.501,9.883,False,new
rất ít các,3,3,3,6.501,10.75,False,new
cũng chính thức,3,5,5,6.5,10.952,False,new
trợ giúp của,3,5,4,6.5,7.738,False,new
hợp với quy,3,4,4,6.5,5.722,False,new
và chuẩn bị,3,8,8,6.499,12.955,False,new
có thể tái,3,5,4,6.499,8.494,False,new
mà làm thì,3,4,2,6.499,11.268,False,new
gặp phải một,3,3,3,6.499,9.744,False,new
các bệnh về,3,3,3,6.499,10.887,False,new
các nhà hoạch,3,3,3,6.499,9.489,False,new
động lực cho,3,8,7,6.498,8.728,False,new
mang tới một,3,8,7,6.498,10.782,False,new
tích hợp công,3,4,4,6.498,7.46,False,new
các vụ án,3,3,2,6.498,10.232,False,new
tại gian hàng,3,5,4,6.497,10.992,False,new
một nhà cung,3,4,4,6.497,6.539,False,new
đầu bằng việc,3,4,4,6.497,10.494,False,new
triệu người tiêu,3,3,3,6.497,8.141,False,new
thành lập công,3,4,4,6.496,8.041,False,new
những khác biệt,3,3,3,6.496,8.768,False,new
sinh thái là,3,3,2,6.496,9.51,False,new
trong thời kỳ,3,9,4,6.495,10.379,False,new
chính sách người,3,3,2,6.495,10.334,False,new
theo các chuyên,3,4,4,6.494,8.338,False,new
một động thái,3,3,3,6.494,9.298,False,new
người hoàn toàn,3,3,3,6.494,8.86,False,new
thấy rằng những,3,3,3,6.494,8.759,False,new
tiêu dùng sẽ,3,4,3,6.493,8.41,False,new
có thương hiệu,3,7,5,6.492,10.308,False,new
và góp phần,3,4,3,6.492,12.054,False,new
chất lượng các,3,4,4,6.492,10.011,False,new
thành điểm sáng,3,3,3,6.492,8.028,False,new
và thiết kế,3,12,12,6.491,11.515,False,new
phát triển một,3,9,8,6.491,10.475,False,new
định của pháp,3,6,6,6.491,7.946,False,new
có tổng giá,3,6,4,6.491,10.222,False,new
có dự án,3,6,5,6.491,10.768,False,new
thể hiện cảm,3,6,6,6.491,5.336,False,new
dịch vụ có,3,5,5,6.491,8.755,False,new
công suất vào,3,3,3,6.491,10.221,False,new
"trong sự nghiệp,",3,3,3,6.491,10.607,False,new
đôi này đã,3,3,3,6.491,8.972,False,new
một hiện tượng,3,6,6,6.49,9.428,False,new
ra mức điểm,3,4,2,6.49,9.437,False,new
làm gì cũng,3,3,3,6.49,9.407,False,new
động bán hàng,3,3,3,6.489,8.506,False,new
thị trường trong,3,12,11,6.488,9.382,False,new
trong thị trường,3,12,8,6.488,11.453,False,new
khi đó bản,3,4,4,6.488,9.922,False,new
ra sao để,3,4,4,6.488,10.046,False,new
người dùng có,3,44,35,6.487,9.42,False,new
Nam đầu tiên,3,3,3,6.487,5.814,False,new
cũng đồng ý,3,3,3,6.487,9.873,False,new
với thời hạn,3,3,3,6.487,9.084,False,new
mắt vào năm,3,7,6,6.486,7.113,False,new
so với hai,3,3,2,6.486,9.058,False,new
có tính chất,3,5,5,6.485,8.47,False,new
là điểm cộng,3,5,5,6.485,8.122,False,new
như vậy là,3,4,4,6.485,11.369,False,new
lao động của,3,4,3,6.485,9.649,False,new
bỏ ra để,3,3,3,6.485,9.382,False,new
đến màn hình,3,3,2,6.485,10.273,False,new
bảo hành năm,3,3,2,6.485,9.042,False,new
có chính sách,3,6,6,6.484,10.267,False,new
sinh viên năm,3,8,7,6.483,8.946,False,new
ảnh cho thấy,3,6,3,6.483,8.481,False,new
khách hàng này,3,5,3,6.483,9.055,False,new
hồi và phát,3,4,2,6.483,6.464,False,new
phần lớn các,3,9,8,6.482,9.697,False,new
sử dụng những,3,8,7,6.482,9.963,False,new
những điều kiện,3,5,5,6.482,9.982,False,new
chuyên gia cho,3,5,5,6.482,9.871,False,new
chính phủ và,3,5,5,6.482,12.029,False,new
một số ít,3,4,4,6.482,9.081,False,new
sau khi trở,3,3,3,6.482,7.318,False,new
tiên của chương,3,3,3,6.482,3.325,False,new
ra đời của,3,10,10,6.481,10.523,False,new
so với thế,3,9,9,6.481,7.302,False,new
vào tình hình,3,3,3,6.481,10.556,False,new
cho thấy ý,3,3,3,6.481,10.079,False,new
cá nhân trong,3,3,3,6.48,9.547,False,new
rằng người dùng,3,3,3,6.48,8.789,False,new
về sản lượng,3,6,6,6.479,10.797,False,new
đến thế nào,3,3,3,6.479,9.719,False,new
mới dành cho,3,3,3,6.479,10.7,False,new
thông qua những,3,8,8,6.478,10.634,False,new
đặc biệt và,3,4,4,6.478,12.105,False,new
không thể đáp,3,3,3,6.478,7.628,False,new
dẫn đầu về,3,3,2,6.478,9.625,False,new
việc gì cũng,3,3,3,6.478,8.424,False,new
sẽ được tổ,3,19,14,6.477,6.658,False,new
đồng thời phát,3,3,3,6.477,7.277,False,new
năm học trước,3,9,3,6.476,9.041,False,new
quốc gia ở,3,3,3,6.476,10.092,False,new
ra cơ hội,3,3,3,6.476,9.507,False,new
và nghệ sĩ,3,4,4,6.475,11.844,False,new
được rất nhiều,3,27,27,6.474,11.198,False,new
có mức điểm,3,12,2,6.474,10.798,False,new
nhiều khách hàng,3,5,5,6.473,9.732,False,new
không phải là,3,83,69,6.472,11.697,False,new
chỉ diễn ra,3,7,6,6.472,10.049,False,new
thông qua sự,3,4,4,6.472,10.296,False,new
là sản phẩm,3,29,21,6.471,10.806,False,new
hiện nay đã,3,6,6,6.471,9.138,False,new
tham gia để,3,5,5,6.471,10.43,False,new
mọi người đang,3,4,4,6.471,9.666,False,new
có tham vọng,3,3,3,6.471,10.225,False,new
sáng tạo về,3,3,3,6.471,9.792,False,new
mang đến một,3,19,15,6.47,10.782,False,new
có công suất,3,10,6,6.47,10.01,False,new
của Amazon đã,3,5,2,6.47,11.88,False,new
đồng hành trên,3,4,4,6.47,9.8,False,new
với nghệ thuật,3,3,3,6.47,10.25,False,new
không để xảy,3,3,3,6.47,6.687,False,new
dành cho học,3,3,3,6.47,10.395,False,new
con người cần,3,4,4,6.469,9.495,False,new
biến động về,3,3,3,6.469,9.609,False,new
thể tích hợp,3,3,3,6.469,6.583,False,new
cách làm mới,3,3,3,6.468,8.54,False,new
đến những tín,3,3,3,6.468,8.285,False,new
với trợ lý,3,3,3,6.468,10.716,False,new
quốc gia đầu,3,4,2,6.467,8.544,False,new
thứ hạng của,3,3,3,6.467,10.531,False,new
nhiều trường đại,3,3,3,6.467,7.966,False,new
nhân tạo mới,3,3,2,6.467,8.94,False,new
cho rằng chúng,3,4,4,6.466,8.327,False,new
Không chỉ các,3,4,4,6.466,10.568,False,new
công bố ngày,3,3,3,6.466,10.791,False,new
khiến các tổ,3,3,3,6.466,5.659,False,new
vẫn đang ở,3,3,3,6.466,10.758,False,new
thể mang lại,3,7,7,6.465,7.604,False,new
thay thế cho,3,6,6,6.465,10.012,False,new
đối tác trong,3,6,4,6.465,9.742,False,new
"của năm 2023,",3,4,3,6.465,10.466,False,new
sẻ của ông,3,3,3,6.465,5.585,False,new
vào đầu tháng,3,9,8,6.464,10.584,False,new
đây là cơ,3,8,8,6.464,7.467,False,new
nâng cấp của,3,3,3,6.464,10.51,False,new
ai đang có,3,3,3,6.464,8.489,False,new
cho hệ thống,3,3,3,6.464,11.217,False,new
đặt tên là,3,3,3,6.464,10.188,False,new
các cảm biến,3,3,3,6.464,9.334,False,new
với tập khách,3,4,2,6.463,8.403,False,new
có hại cho,3,3,3,6.463,10.989,False,new
thay đổi của,3,7,6,6.462,10.907,False,new
với điều kiện,3,6,6,6.462,10.957,False,new
chính thức sẽ,3,6,5,6.462,9.974,False,new
động viên Việt,3,5,5,6.462,5.565,False,new
pháp lý và,3,4,4,6.462,9.3,False,new
tham gia nhiều,3,4,4,6.462,10.156,False,new
với bài thi,3,4,3,6.462,10.82,False,new
mới nào cũng,3,3,2,6.462,9.699,False,new
giảm mạnh trong,3,3,3,6.461,9.517,False,new
người dùng trên,3,13,13,6.459,9.871,False,new
có thể hiểu,3,8,8,6.459,9.764,False,new
hút được sự,3,5,5,6.459,6.709,False,new
với bất kỳ,3,3,3,6.459,9.844,False,new
năm kể từ,3,6,6,6.458,10.394,False,new
trong tổng doanh,3,4,2,6.458,9.349,False,new
nhân sự cấp,3,3,3,6.458,9.307,False,new
"mà ở đó,",3,3,3,6.458,11.423,False,new
của một bãi,3,3,3,6.458,8.791,False,new
của dự án,3,8,8,6.457,11.588,False,new
thông báo không,3,3,3,6.457,10.015,False,new
cách điểm số,3,3,2,6.457,9.388,False,new
hơn nữa là,3,3,3,6.457,11.069,False,new
ngày nữa là,3,3,3,6.457,10.59,False,new
Việt Nam năm,3,17,16,6.456,10.099,False,new
quốc tế trong,3,5,5,6.456,9.643,False,new
các hãng hàng,3,5,4,6.456,10.231,False,new
phẩm gì cho,3,4,2,6.456,6.433,False,new
để mở đầu,3,4,4,6.456,10.117,False,new
thật và điều,3,4,4,6.456,8.402,False,new
tín dụng của,3,3,3,6.456,9.327,False,new
dàng đến với,3,3,3,6.456,5.851,False,new
người ta cần,3,3,3,6.456,9.53,False,new
vốn thành công,3,3,3,6.455,8.252,False,new
có thể nói,3,18,17,6.454,10.138,False,new
đã thuộc về,3,5,4,6.454,11.91,False,new
này vẫn đang,3,4,3,6.454,10.609,False,new
thực hiện điều,3,3,3,6.453,9.054,False,new
có thể đặt,3,16,15,6.452,9.952,False,new
tính đến tháng,3,3,3,6.452,9.271,False,new
này không chỉ,3,28,25,6.451,10.217,False,new
và hoạt động,3,16,12,6.451,12.38,False,new
gần hơn với,3,6,5,6.45,10.644,False,new
định của Bộ,3,5,5,6.45,6.701,False,new
trên nhiều nền,3,3,3,6.45,8.153,False,new
trong trường hợp,3,15,13,6.449,10.625,False,new
Việt Nam vào,3,10,10,6.449,9.864,False,new
sáng tạo để,3,4,4,6.449,9.777,False,new
Nam hiện vẫn,3,3,3,6.449,5.513,False,new
thực tế cho,3,6,6,6.448,10.423,False,new
là một ví,3,5,5,6.448,7.009,False,new
thành công nếu,3,3,3,6.448,8.88,False,new
một năm đầy,3,13,12,6.447,9.147,False,new
được tham gia,3,10,9,6.447,10.864,False,new
thích của bản,3,4,3,6.447,8.068,False,new
bán dẫn và,3,3,3,6.447,11.478,False,new
thiết bị mới,3,3,3,6.447,9.246,False,new
hưởng ứng của,3,3,3,6.447,7.619,False,new
nước ngoài của,3,5,4,6.446,10.672,False,new
đầu tư phát,3,3,3,6.446,7.413,False,new
tới người tiêu,3,6,4,6.444,8.688,False,new
tiêu cực của,3,4,4,6.444,9.812,False,new
cùng các cộng,3,3,2,6.444,7.502,False,new
chỉ đạo các,3,5,5,6.443,10.507,False,new
mà mọi người,3,5,5,6.443,11.057,False,new
Việt Nam thì,3,4,4,6.443,10.162,False,new
thế nào khi,3,3,3,6.443,10.259,False,new
và sáng tạo,3,14,12,6.442,11.209,False,new
trên các nền,3,8,5,6.442,8.153,False,new
thành công ty,3,7,7,6.442,9.384,False,new
và nếu họ,3,3,3,6.442,11.742,False,new
không hiểu tại,3,3,3,6.442,11.197,False,new
quốc tế và,3,8,7,6.441,11.547,False,new
phẩm mới nhất,3,5,5,6.441,5.4,False,new
rất lớn vào,3,4,4,6.441,10.347,False,new
Việt Nam tăng,3,4,4,6.441,8.9,False,new
làm rõ các,3,3,3,6.441,10.578,False,new
tốt nhất cho,3,8,8,6.44,10.104,False,new
đối thủ của,3,6,6,6.44,10.993,False,new
tài chính như,3,4,4,6.44,11.025,False,new
trong con đường,3,3,3,6.44,11.23,False,new
kinh doanh hàng,3,3,3,6.44,9.65,False,new
nói lên một,3,4,4,6.439,10.312,False,new
hàng đầu tiên,3,4,4,6.439,8.716,False,new
cũng sử dụng,3,4,4,6.439,11.542,False,new
sản phẩm từ,3,10,8,6.438,10.225,False,new
và dự kiến,3,8,8,6.438,11.121,False,new
những chiếc đồng,3,6,6,6.438,9.492,False,new
để nhìn lại,3,3,3,6.438,11.623,False,new
của biến đổi,3,6,6,6.437,10.909,False,new
chính doanh nghiệp,3,3,3,6.437,10.25,False,new
còn lớn hơn,3,3,3,6.437,9.995,False,new
dưới vào năm,3,3,3,6.437,9.929,False,new
và thông báo,3,7,7,6.436,11.172,False,new
khoa học có,3,4,4,6.436,7.764,False,new
thì đây cũng,3,3,3,6.436,10.356,False,new
có sức mạnh,3,3,3,6.436,9.215,False,new
"đó, người dùng",3,4,4,6.435,8.356,False,new
đã tăng gần,3,3,3,6.435,10.122,False,new
thành công vượt,3,3,3,6.435,7.271,False,new
tài vận của,3,4,3,6.434,11.176,False,new
cung ứng của,3,3,3,6.434,10.157,False,new
hưởng đến sự,3,3,3,6.434,6.589,False,new
nghệ lớn nhất,3,3,3,6.433,5.759,False,new
chính thức đầu,3,4,3,6.432,9.026,False,new
một khởi đầu,3,4,4,6.432,8.676,False,new
các khoản đầu,3,4,3,6.431,8.997,False,new
vị thế của,3,16,13,6.43,9.967,False,new
là năm đau,3,3,2,6.43,8.984,False,new
sẽ mở ra,3,5,5,6.429,10.773,False,new
và tư vấn,3,4,3,6.429,9.227,False,new
gian còn lại,3,3,3,6.429,6.859,False,new
là nghệ sĩ,3,3,3,6.429,10.354,False,new
hàng đầu ngành,3,3,2,6.429,8.75,False,new
những tác động,3,11,10,6.428,10.031,False,new
của chính phủ,3,5,3,6.428,10.652,False,new
khởi đầu năm,3,3,3,6.428,9.646,False,new
là từ ngữ,3,3,3,6.428,9.632,False,new
cái tên của,3,3,3,6.428,10.253,False,new
phải làm việc,3,6,6,6.427,10.181,False,new
những ngày cuối,3,4,4,6.427,7.119,False,new
đồng đầu tư,3,3,2,6.427,9.404,False,new
đã hợp tác,3,6,6,6.426,10.213,False,new
trải qua các,3,3,3,6.426,9.766,False,new
một thông tin,3,7,7,6.425,9.708,False,new
tại doanh nghiệp,3,4,4,6.425,10.983,False,new
hai con người,3,3,2,6.425,9.45,False,new
trong hệ thống,3,4,4,6.424,11.269,False,new
khi cho phép,3,3,3,6.424,9.258,False,new
người Việt Nam,3,16,13,6.423,9.895,False,new
doanh nghiệp đã,3,9,7,6.423,9.444,False,new
nói nhiều về,3,4,4,6.423,10.564,False,new
chỉ thấy ở,3,3,2,6.423,10.431,False,new
được xếp vào,3,4,4,6.422,10.819,False,new
ta đã đối,3,4,2,6.422,4.985,False,new
thế giới mới,3,3,3,6.422,9.128,False,new
Việt Nam có,3,29,28,6.42,9.526,False,new
Việt Nam từ,3,11,10,6.42,10.512,False,new
khác so với,3,4,4,6.42,10.944,False,new
nhận được lời,3,3,3,6.42,8.924,False,new
mới xuất hiện,3,4,4,6.419,10.275,False,new
đầu năm nay.,3,3,3,6.419,9.663,False,new
không có gì,3,24,22,6.418,10.411,False,new
khách hàng tại,3,4,4,6.418,9.772,False,new
tăng trên toàn,3,3,3,6.418,9.051,False,new
quan hệ với,3,8,8,6.417,10.182,False,new
lực và khó,3,3,3,6.417,6.139,False,new
được cuộc sống,3,3,3,6.417,10.334,False,new
đầu tiên mà,3,3,3,6.417,9.716,False,new
công nghệ này,3,18,14,6.416,9.802,False,new
chúng tôi có,3,11,8,6.416,9.683,False,new
ứng dụng trong,3,8,7,6.416,8.914,False,new
là dòng sản,3,7,7,6.416,7.58,False,new
một lượng lớn,3,7,7,6.416,9.048,False,new
ít nhất một,3,4,4,6.416,9.42,False,new
tại các cửa,3,4,4,6.416,8.682,False,new
nhiều điểm tương,3,3,3,6.416,7.362,False,new
Thành công của,3,5,5,6.415,9.598,False,new
mang đến giải,3,4,4,6.415,9.35,False,new
triển sự nghiệp,3,3,3,6.415,7.035,False,new
có thể xem,3,14,12,6.414,10.116,False,new
thời gian này,3,4,2,6.414,9.114,False,new
sản phẩm được,3,20,18,6.413,10.448,False,new
người quan tâm,3,4,3,6.413,9.331,False,new
các bạn thí,3,4,3,6.413,5.842,False,new
vào việc thay,3,3,3,6.413,7.499,False,new
trang phục và,3,3,3,6.413,10.708,False,new
dụng đồng thời,3,3,3,6.413,4.839,False,new
"các năm trước,",3,3,3,6.412,9.443,False,new
của cuộc thi,3,16,15,6.411,11.569,False,new
một phần trải,3,3,2,6.411,6.108,False,new
nhất định phải,3,4,4,6.41,9.946,False,new
nhất với nhu,3,3,3,6.41,4.881,False,new
nhất với riêng,3,3,2,6.41,8.27,False,new
suất cao và,3,3,3,6.41,8.805,False,new
