term,n_tokens,frequency,found
雉尾,1,0,False
雉扇,1,0,False
雉鸡,1,0,False
雉鹑,1,0,False
雊,1,0,False
雌,1,0,False
雌伏,1,0,False
雌剑,1,0,False
雌化,1,0,False
雌威,1,0,False
雌性,1,0,False
雌性激素,1,0,False
雌老虎,1,0,False
雌花,1,0,False
雌蕊,1,0,False
雌虹,1,0,False
雌蜂,1,0,False
雌雄,1,0,False
雌雄剑,1,0,False
雌雄同体,1,0,False
雌雄同株,1,0,False
雌雄异体,1,0,False
雌雄异株,1,0,False
雌风,1,0,False
雌黄,1,0,False
雍,1,0,False
雍和,1,0,False
雍容华贵,1,0,False
雍容大雅,1,0,False
雍容尔雅,1,0,False
雍容雅步,1,0,False
雍正,1,0,False
雍睦,1,0,False
雍融,1,0,False
雍雍,1,0,False
雎,1,0,False
雎鸠,1,0,False
雏,1,0,False
雏儿,1,0,False
雏型,1,0,False
雏妓,1,0,False
雏燕,1,0,False
雏菊,1,0,False
雏鸟,1,0,False
雏鸡,1,0,False
雒诵,1,0,False
雕像,1,0,False
雕凿,1,0,False
雕印,1,0,False
雕墙,1,0,False
雕斫,1,0,False
雕板,1,0,False
雕梁画柱,1,0,False
雕梁画栋,1,0,False
雕漆,1,0,False
雕版,1,0,False
雕砌,1,0,False
雕砖,1,0,False
雕红漆,1,0,False
雕花,1,0,False
雕花刀,1,0,False
雕虫小技,1,0,False
雕锼,1,0,False
雕镂,1,0,False
雕镌,1,0,False
雕阑,1,0,False
雕题,1,0,False
雕饰,1,0,False
雕鸮,1,0,False
雘,1,0,False
雝,1,0,False
雠,1,0,False
雠对,1,0,False
雠校,1,0,False
雠正,1,0,False
雨丝,1,0,False
雨云,1,0,False
雨伞,1,0,False
雨伯,1,0,False
雨具,1,0,False
雨凇,1,0,False
雨刮器,1,0,False
雨刷,1,0,False
雨前,1,0,False
雨势,1,0,False
雨区,1,0,False
雨后,1,0,False
雨声,1,0,False
雨天,1,0,False
雨头,1,0,False
雨季,1,0,False
雨屏,1,0,False
雨布,1,0,False
雨师,1,0,False
雨帘,1,0,False
雨带,1,0,False
雨帽,1,0,False
雨幕,1,0,False
雨幡,1,0,False
雨庇,1,0,False
雨意,1,0,False
雨打风吹,1,0,False
雨披,1,0,False
雨日,1,0,False
雨星,1,0,False
雨景,1,0,False
雨条,1,0,False
雨林,1,0,False
雨水口,1,0,False
雨水管,1,0,False
雨汛,1,0,False
雨消云散,1,0,False
雨涝,1,0,False
雨淋日晒,1,0,False
雨淋淋,1,0,False
雨点,1,0,False
雨燕,1,0,False
雨珠,1,0,False
雨珠儿,1,0,False
雨篷,1,0,False
雨线,1,0,False
雨脚,1,0,False
雨花石,1,0,False
雨蒙蒙,1,0,False
雨蛙,1,0,False
雨衣,1,0,False
雨过天晴,1,0,False
雨过天青,1,0,False
雨遮,1,0,False
雨阵,1,0,False
雨雪,1,0,False
雨雾,1,0,False
雨露,1,0,False
雨靴,1,0,False
雨鞋,1,0,False
雩,1,0,False
雪上芭蕾,1,0,False
雪上运动,1,0,False
雪中送炭,1,0,False
雪乡,1,0,False
雪人,1,0,False
雪光,1,0,False
雪兔,1,0,False
雪冤,1,0,False
雪凌,1,0,False
雪压,1,0,False
雪原,1,0,False
雪坑,1,0,False
雪夜,1,0,False
雪天,1,0,False
雪嫩,1,0,False
雪子,1,0,False
雪岭,1,0,False
雪峰,1,0,False
雪崩,1,0,False
雪帽,1,0,False
雪幕,1,0,False
雪幡,1,0,False
雪影,1,0,False
雪恨,1,0,False
雪意,1,0,False
雪景,1,0,False
雪晶,1,0,False
雪暴,1,0,False
雪末籽,1,0,False
雪朵,1,0,False
雪条,1,0,False
雪松,1,0,False
雪板,1,0,False
雪枝,1,0,False
雪柳,1,0,False
雪梨,1,0,False
雪橇,1,0,False
雪橇运动,1,0,False
雪水,1,0,False
雪泥鸿爪,1,0,False
雪浪,1,0,False
雪涕,1,0,False
雪烟,1,0,False
雪爽子,1,0,False
雪片,1,0,False
雪狮子向火,1,0,False
雪球,1,0,False
雪痂,1,0,False
雪白,1,0,False
雪盲,1,0,False
雪窝,1,0,False
雪粉,1,0,False
雪粒,1,0,False
雪糁,1,0,False
雪絮,1,0,False
雪线,1,0,False
雪罗汉,1,0,False
雪耻,1,0,False
雪肤,1,0,False
雪色,1,0,False
雪花呢,1,0,False
雪花粉,1,0,False
雪花膏,1,0,False
雪花银,1,0,False
雪花骢,1,0,False
雪茄,1,0,False
雪茄烟,1,0,False
雪莲,1,0,False
雪莲花,1,0,False
雪藏,1,0,False
雪虾蟆,1,0,False
雪蛆,1,0,False
雪衣,1,0,False
雪豹,1,0,False
雪车,1,0,False
雪连纸,1,0,False
雪里红,1,0,False
雪里蕻,1,0,False
雪里送炭,1,0,False
雪里青,1,0,False
雪野,1,0,False
雪雕,1,0,False
雪霰,1,0,False
雪青,1,0,False
雪风,1,0,False
雪鱼,1,0,False
雪鸡,1,0,False
雪鸮,1,0,False
雯,1,0,False
雰,1,0,False
雰围,1,0,False
雰雰,1,0,False
雱,1,0,False
零丁,1,0,False
零丁孤苦,1,0,False
零七八碎,1,0,False
零七碎八,1,0,False
零乱,1,0,False
零件图,1,0,False
零件工作图,1,0,False
零位,1,0,False
零余,1,0,False
零作,1,0,False
零光片羽,1,0,False
零刀子,1,0,False
零削,1,0,False
零升,1,0,False
零卖,1,0,False
零吃,1,0,False
零和,1,0,False
零售价,1,0,False
零售商店,1,0,False
零售店,1,0,False
零售额,1,0,False
零嘴,1,0,False
零增长,1,0,False
零声母,1,0,False
零头,1,0,False
零头布,1,0,False
零存整取,1,0,False
零容忍,1,0,False
零工,1,0,False
零度,1,0,False
零打碎敲,1,0,False
零担,1,0,False
零拷,1,0,False
零散,1,0,False
零数,1,0,False
零敲碎打,1,0,False
零时,1,0,False
零杂,1,0,False
零杂工,1,0,False
零汤团,1,0,False
零活,1,0,False
零活儿,1,0,False
零点,1,0,False
零用,1,0,False
零用账,1,0,False
零用钱,1,0,False
零电位,1,0,False
零电势,1,0,False
零碎,1,0,False
零线,1,0,False
零花,1,0,False
零花钱,1,0,False
零落,1,0,False
零蛋,1,0,False
零讯,1,0,False
零距离,1,0,False
零配件,1,0,False
零钱,1,0,False
零销,1,0,False
零陵香,1,0,False
零风险,1,0,False
雷丸,1,0,False
雷公,1,0,False
雷公藤,1,0,False
雷公蜥,1,0,False
雷兽,1,0,False
雷击,1,0,False
雷区,1,0,False
雷厉风行,1,0,False
雷同,1,0,False
雷场,1,0,False
雷声大雨点小,1,0,False
雷声大，雨点小,1,0,False
雷姆,1,0,False
雷射,1,0,False
雷峰夕照,1,0,False
雷打不动,1,0,False
雷暴,1,0,False
雷殛,1,0,False
雷汞,1,0,False
雷池,1,0,False
雷火,1,0,False
雷电,1,0,False
雷祖,1,0,False
雷神爷,1,0,False
雷管,1,0,False
雷纹,1,0,False
雷辗,1,0,False
雷达兵,1,0,False
雷达站,1,0,False
雷达飞机,1,0,False
雷酸汞,1,0,False
雷阵雨,1,0,False
雷雨,1,0,False
雷雨云,1,0,False
雷霆,1,0,False
雷霆万钧,1,0,False
雷鸟,1,0,False
雷龙,1,0,False
雹,1,0,False
雹子,1,0,False
雹灾,1,0,False
雹神,1,0,False
雾兴云涌,1,0,False
雾凇,1,0,False
雾化,1,0,False
雾岚,1,0,False
雾气,1,0,False
雾氛,1,0,False
雾水,1,0,False
雾沉沉,1,0,False
雾海,1,0,False
雾縠,1,0,False
雾网,1,0,False
雾罩,1,0,False
雾翳,1,0,False
雾腾腾,1,0,False
雾茫茫,1,0,False
雾蒙蒙,1,0,False
雾起云涌,1,0,False
雾里看花,1,0,False
雾霭,1,0,False
需求侧,1,0,False
需索,1,0,False
需缓,1,0,False
霁,1,0,False
霁日,1,0,False
霁月,1,0,False
霁月光风,1,0,False
霁红,1,0,False
霁色,1,0,False
霁雨,1,0,False
霁雪,1,0,False
霁颜,1,0,False
霁风朗月,1,0,False
霂,1,0,False
霄,1,0,False
霄壤,1,0,False
霄壤之别,1,0,False
霄汉,1,0,False
霅,1,0,False
震,1,0,False
震击,1,0,False
震区,1,0,False
震厉,1,0,False
震古烁今,1,0,False
震古铄今,1,0,False
震响,1,0,False
震天价,1,0,False
震央,1,0,False
震奋,1,0,False
震怒,1,0,False
震怖,1,0,False
震恐,1,0,False
震悚,1,0,False
震情,1,0,False
震愕,1,0,False
震感,1,0,False
震摇,1,0,False
震旦,1,0,False
震旦纪,1,0,False
震服,1,0,False
震栗,1,0,False
震波,1,0,False
震源,1,0,False
震激,1,0,False
震耳,1,0,False
震耳欲聋,1,0,False
震耸,1,0,False
震聋发聩,1,0,False
震詟,1,0,False
震诧,1,0,False
震越,1,0,False
震轹,1,0,False
震铄,1,0,False
震雷,1,0,False
震音,1,0,False
震颤,1,0,False
震颤麻痹,1,0,False
震骇,1,0,False
霈,1,0,False
霉,1,0,False
霉变,1,0,False
霉天,1,0,False
霉头,1,0,False
霉干菜,1,0,False
霉斑,1,0,False
霉毒,1,0,False
霉气,1,0,False
霉气星,1,0,False
霉气鬼,1,0,False
霉烂,1,0,False
霉菌,1,0,False
霉运,1,0,False
霉雨,1,0,False
霍乱,1,0,False
霍嚓,1,0,False
霍地,1,0,False
霍然,1,0,False
霍闪,1,0,False
霍霍,1,0,False
霎,1,0,False
霎时,1,0,False
霎时间,1,0,False
霎那间,1,0,False
霏,1,0,False
霏微,1,0,False
霏细,1,0,False
霏霏,1,0,False
霓,1,0,False
霓虹,1,0,False
霓虹灯,1,0,False
霓裳,1,0,False
霖,1,0,False
霖雨,1,0,False
霙,1,0,False
霜,1,0,False
霜冻,1,0,False
霜凌,1,0,False
霜刃,1,0,False
霜剑,1,0,False
霜叶,1,0,False
霜天,1,0,False
霜害,1,0,False
霜晨,1,0,False
霜期,1,0,False
霜条,1,0,False
霜林,1,0,False
霜枝,1,0,False
霜灾,1,0,False
霜痕,1,0,False
霜白,1,0,False
霜花,1,0,False
霜衣,1,0,False
霜钟,1,0,False
霜降,1,0,False
霜雪,1,0,False
霜髫,1,0,False
霞光,1,0,False
霞帔,1,0,False
霞幂,1,0,False
霞彩,1,0,False
霞影,1,0,False
霞披,1,0,False
霞杯,1,0,False
霞石,1,0,False
霞蔚云蒸,1,0,False
霞血,1,0,False
霞衣,1,0,False
霞辉,1,0,False
霡,1,0,False
霡霂,1,0,False
霤,1,0,False
霨,1,0,False
霪,1,0,False
霪雨,1,0,False
霫,1,0,False
霫霫,1,0,False
霭,1,0,False
霭霭,1,0,False
霰,1,0,False
霰子,1,0,False
霰弹,1,0,False
霰雪,1,0,False
露一手,1,0,False
露七露八,1,0,False
露丑,1,0,False
露两手,1,0,False
露光,1,0,False
露包,1,0,False
露口信,1,0,False
露口风,1,0,False
露台,1,0,False
露天开采,1,0,False
露天矿,1,0,False
露天通事,1,0,False
露头角,1,0,False
露宿,1,0,False
露宿风餐,1,0,False
露富,1,0,False
露布,1,0,False
露底,1,0,False
露店,1,0,False
露怯,1,0,False
露才扬己,1,0,False
露拙,1,0,False
露楦头,1,0,False
露水,1,0,False
露水夫妻,1,0,False
露水姻缘,1,0,False
露洒,1,0,False
露滴,1,0,False
露点,1,0,False
露珠,1,0,False
露白,1,0,False
露相,1,0,False
露纂雪钞,1,0,False
露脸,1,0,False
露苗,1,0,False
露西亚,1,0,False
露酒,1,0,False
露风,1,0,False
露馅,1,0,False
露馅儿,1,0,False
露马脚,1,0,False
露骨,1,0,False
霳,1,0,False
霶,1,0,False
霶飙,1,0,False
霸业,1,0,False
霸主,1,0,False
霸图,1,0,False
霸市,1,0,False
霸持,1,0,False
霸据,1,0,False
霸权主义,1,0,False
霸王条款,1,0,False
霸王鞭,1,0,False
霸王龙,1,0,False
霸蛮,1,0,False
霹拍,1,0,False
霹雳,1,0,False
霹雳手,1,0,False
霹雳火,1,0,False
霹雳舞,1,0,False
霹雷,1,0,False
青㭎,1,0,False
青下,1,0,False
青丝,1,0,False
青云,1,0,False
青云直上,1,0,False
青伤,1,0,False
青光眼,1,0,False
青冈,1,0,False
青冈栎,1,0,False
青冢,1,0,False
青冥,1,0,False
青出于蓝,1,0,False
青出于蓝而胜于蓝,1,0,False
青发,1,0,False
青口白舌,1,0,False
青史,1,0,False
青味,1,0,False
青堂瓦舍,1,0,False
青壮,1,0,False
青壳纸,1,0,False
青天,1,0,False
青天白日,1,0,False
青天霹雳,1,0,False
青女,1,0,False
青少年,1,0,False
青山生意,1,0,False
青山绿水,1,0,False
青岑,1,0,False
青工,1,0,False
青帮,1,0,False
青干,1,0,False
青年人,1,0,False
青年团,1,0,False
青年宫,1,0,False
青年布,1,0,False
青年节,1,0,False
青年装,1,0,False
青幽幽,1,0,False
青庐,1,0,False
青影,1,0,False
青抗先,1,0,False
青春期,1,0,False
青春痘,1,0,False
青晕,1,0,False
青杄,1,0,False
青杏,1,0,False
青条鱼,1,0,False
青杨,1,0,False
青松,1,0,False
青果,1,0,False
青枝绿叶,1,0,False
青树,1,0,False
青桐,1,0,False
青梅竹马,1,0,False
青森森,1,0,False
青椒,1,0,False
青楼,1,0,False
青檀,1,0,False
青毡,1,0,False
青气,1,0,False
青水脸,1,0,False
青油油,1,0,False
青油灯,1,0,False
青海湖裸鲤,1,0,False
青润,1,0,False
青涩,1,0,False
青灯,1,0,False
青灯古佛,1,0,False
青灰,1,0,False
青焰,1,0,False
青牛,1,0,False
青玉,1,0,False
青瓷,1,0,False
青田石,1,0,False
青癯,1,0,False
青白,1,0,False
青皮,1,0,False
青皮竹,1,0,False
青盐,1,0,False
青眼,1,0,False
青瞑,1,0,False
青石,1,0,False
青砖,1,0,False
青碧,1,0,False
青磷,1,0,False
青稞,1,0,False
青稞酒,1,0,False
青稞麦,1,0,False
青空,1,0,False
青童,1,0,False
青竹飙,1,0,False
青筋,1,0,False
青简,1,0,False
青紫,1,0,False
青紫蓝兔,1,0,False
青红帮,1,0,False
青红皂白,1,0,False
青纱帐,1,0,False
青绿,1,0,False
青绿山水,1,0,False
青罗,1,0,False
青羊,1,0,False
青翠,1,0,False
青翠欲滴,1,0,False
青肥,1,0,False
青肿,1,0,False
青色,1,0,False
青花,1,0,False
青花鱼,1,0,False
青苍,1,0,False
青苔,1,0,False
青苗,1,0,False
青苞米,1,0,False
青茶,1,0,False
青草,1,0,False
青莎,1,0,False
青莲色,1,0,False
青菜,1,0,False
青菜头,1,0,False
青萍,1,0,False
青葙,1,0,False
青葱,1,0,False
青蒜,1,0,False
青蒲,1,0,False
青蒿素,1,0,False
青虫,1,0,False
青虾,1,0,False
青蚨,1,0,False
青蛙,1,0,False
青蛤,1,0,False
青蝇,1,0,False
青螺,1,0,False
青蟹,1,0,False
青衣,1,0,False
青衫,1,0,False
青衿,1,0,False
青豆,1,0,False
青贮,1,0,False
青辉,1,0,False
青郁郁,1,0,False
青铜,1,0,False
青铜器,1,0,False
青铜时代,1,0,False
青阳,1,0,False
青阳腔,1,0,False
青霉,1,0,False
青霉素,1,0,False
青霜,1,0,False
青青,1,0,False
青面獠牙,1,0,False
青顾,1,0,False
青风,1,0,False
青饲料,1,0,False
青鬓,1,0,False
青鱼,1,0,False
青鸟,1,0,False
青麻,1,0,False
青黄,1,0,False
青黄不接,1,0,False
青黛,1,0,False
青鼬,1,0,False
青龙偃月刀,1,0,False
青龙木,1,0,False
靓,1,0,False
靓仔,1,0,False
靓女,1,0,False
靓妆,1,0,False
靖康,1,0,False
靖氛,1,0,False
静丽,1,0,False
静便,1,0,False
静修,1,0,False
静候,1,0,False
静养,1,0,False
静凝,1,0,False
静力学,1,0,False
静功,1,0,False
静听,1,0,False
静园,1,0,False
静场,1,0,False
静坐,1,0,False
静境,1,0,False
静女,1,0,False
静娴,1,0,False
静定,1,0,False
静室,1,0,False
静寂,1,0,False
静密,1,0,False
静寞,1,0,False
静幽幽,1,0,False
静心,1,0,False
静态爆破,1,0,False
静思,1,0,False
静恬,1,0,False
静悄,1,0,False
静悄悄,1,0,False
静摩擦,1,0,False
静摩擦力,1,0,False
静止,1,0,False
静淑,1,0,False
静点,1,0,False
静物,1,0,False
静物画,1,0,False
静瑟,1,0,False
静电力,1,0,False
静电场,1,0,False
静电学,1,0,False
静电屏蔽,1,0,False
静电感应,1,0,False
静秘,1,0,False
静穆,1,0,False
静缓,1,0,False
静美,1,0,False
静肃,1,0,False
静脉曲张,1,0,False
静脉血,1,0,False
静若处子动若脱兔,1,0,False
静落,1,0,False
静虑,1,0,False
静街,1,0,False
静观,1,0,False
静词,1,0,False
静谧,1,0,False
静贞,1,0,False
静适,1,0,False
静逸,1,0,False
静雅,1,0,False
静青,1,0,False
静鞭,1,0,False
靛,1,0,False
靛草,1,0,False
靛蓝,1,0,False
靛青,1,0,False
靛颏儿,1,0,False
非…即…,1,0,False
非…非…,1,0,False
非业,1,0,False
非为,1,0,False
非亲非故,1,0,False
非人,1,0,False
非企业法人,1,0,False
非传统能源,1,0,False
非但,1,0,False
非公有制经济,1,0,False
非典型肺炎,1,0,False
非再生能源,1,0,False
非再生资源,1,0,False
非分,1,0,False
非刑,1,0,False
非卖品,1,0,False
非同一般,1,0,False
非同凡响,1,0,False
非同寻常,1,0,False
非同小可,1,0,False
非命,1,0,False
非处方药,1,0,False
非婚生,1,0,False
非婚生子女,1,0,False
非对抗性矛盾,1,0,False
非常任理事国,1,0,False
非常时期,1,0,False
非常规能源,1,0,False
非徒,1,0,False
非得,1,0,False
非战,1,0,False
非手术疗法,1,0,False
非政府组织,1,0,False
非晶体,1,0,False
非条件反射,1,0,False
非此即彼,1,0,False
非洲菊,1,0,False
非洲鲫鱼,1,0,False
非洲鳄,1,0,False
非洲鸵鸟,1,0,False
非物质文化遗产,1,0,False
非特,1,0,False
非独,1,0,False
非理性主义,1,0,False
非电解质,1,0,False
非直,1,0,False
非礼,1,0,False
非种,1,0,False
非笑,1,0,False
非织造布,1,0,False
非职务发明,1,0,False
非致命武器,1,0,False
非薄,1,0,False
非行,1,0,False
非要,1,0,False
非议,1,0,False
非金属,1,0,False
非金属元素,1,0,False
非金属材料,1,0,False
非难,1,0,False
非驴非马,1,0,False
靠不住,1,0,False
靠傍,1,0,False
靠准,1,0,False
靠垫,1,0,False
靠天吃饭,1,0,False
靠头,1,0,False
靠子,1,0,False
靠实,1,0,False
靠山吃山靠水吃水,1,0,False
靠山吃山，靠水吃水,1,0,False
靠山窑,1,0,False
靠岸,1,0,False
靠己,1,0,False
靠常,1,0,False
靠得住,1,0,False
靠手,1,0,False
靠托,1,0,False
靠接,1,0,False
靠旗,1,0,False
靠枕,1,0,False
靠椅,1,0,False
靠泊,1,0,False
靠盘儿,1,0,False
靠肚,1,0,False
靠背,1,0,False
靠背椅,1,0,False
靠臂,1,0,False
靠谱儿,1,0,False
靠身,1,0,False
靠边,1,0,False
靠边儿站,1,0,False
靠边站,1,0,False
靡,1,0,False
靡丽,1,0,False
靡乱,1,0,False
靡响,1,0,False
靡坚不摧,1,0,False
靡届,1,0,False
靡弱,1,0,False
靡曼,1,0,False
靡有孑遗,1,0,False
靡然,1,0,False
靡然向风,1,0,False
靡费,1,0,False
靡靡,1,0,False
靡靡之音,1,0,False
面丈鱼,1,0,False
面上,1,0,False
面不改色,1,0,False
面交,1,0,False
面人儿,1,0,False
面会,1,0,False
面儿客,1,0,False
面具,1,0,False
面分,1,0,False
面包,1,0,False
面包圈,1,0,False
面包房,1,0,False
面包果,1,0,False
面包树,1,0,False
面包车,1,0,False
面南背北,1,0,False
面叙,1,0,False
面呈,1,0,False
面告,1,0,False
面和心不和,1,0,False
面商,1,0,False
面善,1,0,False
面团团,1,0,False
面圪瘩,1,0,False
面坊,1,0,False
面坯儿,1,0,False
面型,1,0,False
面塑,1,0,False
面壁,1,0,False
面头,1,0,False
面奏,1,0,False
面如冠玉,1,0,False
面如土色,1,0,False
面如死灰,1,0,False
面嫩,1,0,False
面子工程,1,0,False
面容,1,0,False
面对面,1,0,False
面巾,1,0,False
面巾纸,1,0,False
面市,1,0,False
面布,1,0,False
面幂,1,0,False
面幕,1,0,False
面庞,1,0,False
面形,1,0,False
面影,1,0,False
面授,1,0,False
面授机宜,1,0,False
面料,1,0,False
面斥,1,0,False
面无人色,1,0,False
面是心非,1,0,False
面晤,1,0,False
面有难色,1,0,False
面杖,1,0,False
面条,1,0,False
面条儿,1,0,False
面条鱼,1,0,False
面板,1,0,False
面果子,1,0,False
面案,1,0,False
面模,1,0,False
面汤,1,0,False
面沙,1,0,False
面洽,1,0,False
面漆,1,0,False
面点,1,0,False
面熟,1,0,False
面熟陌生,1,0,False
面片儿,1,0,False
面理,1,0,False
面瓜,1,0,False
面生,1,0,False
面疙瘩,1,0,False
面疱,1,0,False
面瘫,1,0,False
面的,1,0,False
面皮,1,0,False
面盆,1,0,False
面盘,1,0,False
面目一新,1,0,False
面目全非,1,0,False
面目可憎,1,0,False
面码儿,1,0,False
面砖,1,0,False
面神经,1,0,False
面禀,1,0,False
面称,1,0,False
面筋,1,0,False
面签,1,0,False
面粉,1,0,False
面糊,1,0,False
面红耳赤,1,0,False
面红颈赤,1,0,False
面纹,1,0,False
面缴,1,0,False
面罄,1,0,False
面网,1,0,False
面罩,1,0,False
面老,1,0,False
面肥,1,0,False
面膜,1,0,False
面色,1,0,False
面色如土,1,0,False
面茶,1,0,False
面蚀,1,0,False
面誉背毁,1,0,False
面议,1,0,False
面访,1,0,False
面谀,1,0,False
面谈,1,0,False
面谢,1,0,False
面豉,1,0,False
面软,1,0,False
面辞,1,0,False
面酱,1,0,False
面长面短,1,0,False
面门,1,0,False
面陈,1,0,False
面面,1,0,False
面面俱全,1,0,False
面面俱到,1,0,False
面面光,1,0,False
面面圆到,1,0,False
面面相看,1,0,False
面面相觑,1,0,False
面面观,1,0,False
面颅,1,0,False
面颊,1,0,False
面颜,1,0,False
面额,1,0,False
面食,1,0,False
面饰,1,0,False
面饼,1,0,False
面馆,1,0,False
面首,1,0,False
面黄肌瘦,1,0,False
靣,1,0,False
靥,1,0,False
革,1,0,False
革出,1,0,False
革去,1,0,False
革命乐观主义,1,0,False
革命人道主义,1,0,False
革命党,1,0,False
革命军,1,0,False
革命化,1,0,False
革命委员会,1,0,False
革命家,1,0,False
革命文学,1,0,False
革命根据地,1,0,False
革命浪漫主义,1,0,False
革命烈士,1,0,False
革命现实主义,1,0,False
革命英雄主义,1,0,False
革囊,1,0,False
革心,1,0,False
革故立新,1,0,False
革故鼎新,1,0,False
革斥,1,0,False
革旧鼎新,1,0,False
革职,1,0,False
革胡,1,0,False
革退,1,0,False
革除,1,0,False
革面,1,0,False
革面洗心,1,0,False
革龟,1,0,False
靪,1,0,False
靬,1,0,False
靰,1,0,False
靰鞡,1,0,False
靰鞡草,1,0,False
靳,1,0,False
靴,1,0,False
靴子,1,0,False
靴筒,1,0,False
靴靿,1,0,False
靶台,1,0,False
靶器官,1,0,False
靶场,1,0,False
靶壕,1,0,False
靶子,1,0,False
靶心,1,0,False
靶机,1,0,False
靶标,1,0,False
靶点,1,0,False
靶牌,1,0,False
靶细胞,1,0,False
靶船,1,0,False
靷,1,0,False
靸,1,0,False
靸拉,1,0,False
靸拔,1,0,False
靸鞋,1,0,False
靺,1,0,False
靺鞨,1,0,False
靼,1,0,False
靽,1,0,False
靿,1,0,False
鞀,1,0,False
鞁,1,0,False
鞅,1,0,False
鞅掌,1,0,False
鞋,1,0,False
鞋刷,1,0,False
鞋口,1,0,False
鞋垫,1,0,False
鞋头,1,0,False
鞋套,1,0,False
鞋尖,1,0,False
鞋带,1,0,False
鞋帮,1,0,False
鞋底,1,0,False
鞋底板,1,0,False
鞋拔,1,0,False
鞋拔子,1,0,False
鞋掌,1,0,False
鞋样,1,0,False
鞋楦,1,0,False
鞋油,1,0,False
鞋爿,1,0,False
鞋片,1,0,False
鞋皮,1,0,False
鞋眼,1,0,False
鞋粉,1,0,False
鞋脚钱,1,0,False
鞋脸,1,0,False
鞋袜,1,0,False
鞋襻,1,0,False
鞋趿拉,1,0,False
鞋跟,1,0,False
鞋跟儿,1,0,False
鞋面,1,0,False
鞌,1,0,False
鞍,1,0,False
鞍前马后,1,0,False
鞍勒,1,0,False
鞍子,1,0,False
鞍屉,1,0,False
鞍座,1,0,False
鞍架,1,0,False
鞍桥,1,0,False
鞍辔,1,0,False
鞍鞒,1,0,False
鞍鞯,1,0,False
鞍韂,1,0,False
鞍马,1,0,False
鞍马劳顿,1,0,False
鞍鼻,1,0,False
鞑,1,0,False
鞑子,1,0,False
鞑虏,1,0,False
鞑靼,1,0,False
鞒,1,0,False
鞓,1,0,False
鞔,1,0,False
鞗,1,0,False
鞘,1,0,False
鞘翅,1,0,False
鞚,1,0,False
鞛,1,0,False
鞞,1,0,False
鞟,1,0,False
鞠养,1,0,False
鞠育,1,0,False
鞠躬,1,0,False
鞠躬尽瘁,1,0,False
鞠躬尽瘁死而后已,1,0,False
鞡,1,0,False
鞣,1,0,False
鞣制,1,0,False
鞣料,1,0,False
鞣酸,1,0,False
鞥,1,0,False
鞦,1,0,False
鞧,1,0,False
鞨,1,0,False
鞫,1,0,False
鞫讯,1,0,False
鞫问,1,0,False
鞬,1,0,False
鞭,1,0,False
鞭丝,1,0,False
鞭丝帽影,1,0,False
鞭哨,1,0,False
鞭子,1,0,False
鞭子草,1,0,False
鞭尸,1,0,False
鞭扑,1,0,False
鞭打,1,0,False
鞭打快牛,1,0,False
鞭挞,1,0,False
鞭春,1,0,False
鞭杆溜子,1,0,False
鞭梢,1,0,False
鞭棰,1,0,False
鞭楚,1,0,False
鞭毙,1,0,False
鞭毛,1,0,False
鞭炮,1,0,False
鞭爆,1,0,False
鞭牛,1,0,False
鞭痕,1,0,False
鞭笋,1,0,False
鞭笞,1,0,False
鞭责,1,0,False
鞭辟,1,0,False
鞭辟入里,1,0,False
鞭辟近里,1,0,False
鞭长不及,1,0,False
鞭长莫及,1,0,False
鞭鞘,1,0,False
鞮,1,0,False
鞯,1,0,False
鞲,1,0,False
鞲鞴,1,0,False
鞳,1,0,False
鞴,1,0,False
鞵,1,0,False
鞶,1,0,False
鞹,1,0,False
鞺,1,0,False
鞺鞑,1,0,False
鞺鞳,1,0,False
韂,1,0,False
韦伯,1,0,False
韦编三绝,1,0,False
韦陀,1,0,False
韦驮,1,0,False
韧劲,1,0,False
韧带,1,0,False
韧干,1,0,False
韧度,1,0,False
韧战,1,0,False
韧皮纤维,1,0,False
韧皮部,1,0,False
韨,1,0,False
韩信将兵多多益善,1,0,False
韪,1,0,False
韫,1,0,False
韫怀,1,0,False
韫椟,1,0,False
韬光,1,0,False
韬光养晦,1,0,False
韬光晦迹,1,0,False
韬晦,1,0,False
韬晦待时,1,0,False
韬略,1,0,False
韭,1,0,False
韭菜,1,0,False
韭葱,1,0,False
韭黄,1,0,False
音义,1,0,False
音乐会,1,0,False
音乐剧,1,0,False
音乐厅,1,0,False
音乐喷泉,1,0,False
音乐家,1,0,False
音乐片,1,0,False
音乐电视,1,0,False
音乐界,1,0,False
音乐茶座,1,0,False
音书,1,0,False
音位,1,0,False
音信,1,0,False
音值,1,0,False
音像制品,1,0,False
音儿,1,0,False
音准,1,0,False
音切,1,0,False
音势,1,0,False
音区,1,0,False
音叉,1,0,False
音变,1,0,False
音名,1,0,False
音品,1,0,False
音型,1,0,False
音声,1,0,False
音学,1,0,False
音容,1,0,False
音容宛在,1,0,False
音容笑貌,1,0,False
音尘,1,0,False
音带,1,0,False
音序,1,0,False
音强,1,0,False
音律,1,0,False
音息,1,0,False
音控,1,0,False
音标,1,0,False
音步,1,0,False
音波,1,0,False
音片,1,0,False
音画,1,0,False
音盲,1,0,False
音程,1,0,False
音箱,1,0,False
音系,1,0,False
音素,1,0,False
音素文字,1,0,False
音缀,1,0,False
音耗,1,0,False
音色,1,0,False
音节,1,0,False
